word,prob,freq,plural
moral,29.883619940941465,57787.0,
rogue,29.883619940941465,,
rouge,29.883619940941465,,
barks,29.88361994094146,,Plural
write,29.880145909327776,439865.0,
owlet,29.876671877714088,,
towel,29.876671877714088,17122.0,
fords,29.876671877714088,,Plural
cells,29.84887962480458,,Plural
sects,29.845405593190897,,Plural
pipes,29.83845752996352,,Plural
spies,29.83845752996352,,Plural
locus,29.831509466736144,,Plural
scout,29.82803543512246,17206.0,
lithe,29.82803543512245,,
lieth,29.82803543512245,,
units,29.82108737189508,,Plural
pious,29.82108737189508,,Plural
razed,29.8176133402814,,
peels,29.8176133402814,,Plural
sleep,29.8176133402814,95600.0,
spell,29.8176133402814,15921.0,
steps,29.814139308667716,,Plural
pests,29.814139308667716,,Plural
steep,29.814139308667716,12454.0,
curls,29.814139308667706,,Plural
crust,29.810665277054017,,
sirup,29.803717213826644,,
break,29.80024318221296,213364.0,
brake,29.80024318221296,,
baker,29.80024318221296,,
spout,29.796769150599275,,
pouts,29.796769150599275,,Plural
yodel,29.796769150599275,,
stoup,29.796769150599275,,
toyed,29.793295118985583,,
saran,29.793295118985583,,
purls,29.78287302414452,,Plural
slurp,29.78287302414452,,
torah,29.77939899253084,,
redly,29.779398992530837,,
turps,29.77939899253083,,Plural
spurt,29.77939899253083,,
barfs,29.76202883446239,,Plural
curie,29.75160673962133,,
bands,29.744658676393957,,Plural
pecan,29.74118464478027,,
unite,29.737710613166577,15351.0,
untie,29.737710613166577,,
alias,29.73423658155289,,Plural
sails,29.73423658155289,,Plural
sisal,29.73423658155289,,
horsy,29.730762549939207,,
lucre,29.730762549939204,,
ulcer,29.730762549939204,,
cruel,29.730762549939204,13185.0,
molds,29.7307625499392,,Plural
truce,29.72728851832552,,
eruct,29.72728851832552,,
cruet,29.72728851832552,,
recut,29.72728851832552,,
cuter,29.72728851832552,,
speck,29.72728851832552,,
pecks,29.72728851832552,,Plural
nexus,29.72034045509814,,Plural
unsex,29.72034045509814,,
atlas,29.70991836025708,,Plural
salts,29.70991836025708,,Plural
arena,29.70991836025708,15361.0,
slats,29.70991836025708,,Plural
reran,29.70991836025708,,
stall,29.70991836025708,,
lasts,29.70991836025708,,Plural
naive,29.70991836025708,,
carve,29.699496265416016,13085.0,
crave,29.699496265416016,,
erupt,29.69602223380233,,
reeks,29.696022233802324,,Plural
navel,29.689074170574955,,
venal,29.689074170574955,,
belay,29.682126107347575,,
words,29.682126107347575,,Plural
sword,29.682126107347575,19580.0,
paver,29.66822998089283,,
bison,29.66822998089282,,
abend,29.66128191766545,,
dimer,29.650859822824387,,
mired,29.650859822824387,,
rimed,29.650859822824387,,
fumes,29.650859822824383,,Plural
model,29.647385791210706,191448.0,
stagy,29.63696369636964,,
iambs,29.636963696369637,,Plural
holds,29.630015633142257,,Plural
saxes,29.630015633142257,,Plural
elate,29.62654160152857,,
slack,29.623067569914884,,
calks,29.623067569914884,,Plural
lacks,29.623067569914884,,Plural
stack,29.6195935383012,12330.0,
tacks,29.6195935383012,,Plural
lambs,29.616119506687507,,Plural
balms,29.616119506687507,,Plural
rowed,29.598749348619076,,
dower,29.598749348619076,,
ultra,29.5918012853917,,
fosse,29.591801285391696,,
yells,29.577905158936943,,Plural
reefs,29.57443112732326,,Plural
frees,29.57443112732326,,Plural
testy,29.57443112732326,,
serfs,29.57443112732326,,Plural
styes,29.57443112732326,,Plural
fives,29.57443112732325,,Plural
brine,29.56748306409588,,
noble,29.5640090324822,,
lousy,29.560535000868505,,
fours,29.55706096925482,,Plural
sends,29.55706096925482,,Plural
agley,29.55706096925482,,
needs,29.55706096925482,,Plural
dense,29.557060969254817,,
pansy,29.55358693764113,,
hired,29.550112906027444,,
hider,29.550112906027444,,
holed,29.54663887441376,,
probe,29.543164842800078,,
surly,29.54316484280007,,
brent,29.54316484280007,,
doeth,29.543164842800067,,
aleck,29.539690811186382,,
sound,29.539690811186382,138386.0,
yurts,29.53969081118638,,Plural
rusty,29.53969081118638,,
sahib,29.53621677957269,,
blame,29.53274274795901,58815.0,
amble,29.53274274795901,,
melba,29.53274274795901,,
rings,29.52579468473163,,Plural
grins,29.52579468473163,,Plural
longs,29.522320653117937,,Plural
tongs,29.51884662150425,,Plural
blash,29.515372589890564,,
blahs,29.515372589890564,,Plural
bahts,29.51189855827688,,Plural
baths,29.51189855827688,,Plural
sigma,29.51189855827688,,
sprog,29.50147646343581,,
homer,29.49800243182213,,
azure,29.49800243182213,,
facts,29.49800243182213,,Plural
flaps,29.470210178912627,,Plural
pesky,29.45631405245788,,
dados,29.449365989230504,,Plural
sodas,29.449365989230504,,Plural
mimes,29.4493659892305,,Plural
semis,29.4493659892305,,Plural
reign,29.442417926003124,,
gilts,29.442417926003124,,Plural
labor,29.43894389438944,72759.0,
nuder,29.43894389438944,,
lobar,29.43894389438944,,
under,29.43894389438944,373903.0,
facie,29.438943894389435,,
tabor,29.435469862775754,,
abort,29.435469862775754,,
divas,29.431995831162062,,Plural
smell,29.428521799548378,40735.0,
bathe,29.42852179954837,,
image,29.42852179954837,167053.0,
meets,29.42504776793469,,Plural
teems,29.42504776793469,,Plural
metes,29.42504776793469,,Plural
stems,29.42504776793469,,Plural
grope,29.41809970470732,,
fecal,29.418099704707316,,
facet,29.414625673093624,,
solum,29.411151641479933,,
gleam,29.407677609866248,,
strum,29.390307451797806,,
resew,29.37988535695675,,
caped,29.37988535695675,,
paced,29.37988535695675,,
sewer,29.37988535695675,,
wives,29.379885356956745,,Plural
swive,29.379885356956745,,
views,29.379885356956745,,Plural
scrip,29.369463262115683,,
crisp,29.369463262115683,,
clops,29.365989230501995,,Plural
wager,29.359041167274626,,
legit,29.35904116727462,,
luted,29.35556713566093,,
pints,29.35556713566093,,Plural
shies,29.34861907243356,,Plural
adder,29.34861907243356,,
dread,29.34861907243356,,
darer,29.34861907243356,,
drear,29.34861907243356,,
dared,29.34861907243356,,
eared,29.34861907243356,,
buena,29.341671009206184,,
rolls,29.334722945978807,,Plural
viols,29.334722945978807,,Plural
roost,29.33124891436512,,
torso,29.33124891436512,,
roots,29.33124891436512,,Plural
trots,29.33124891436512,,Plural
torts,29.33124891436512,,Plural
sorts,29.33124891436512,,Plural
laved,29.327774882751434,,
shell,29.327774882751434,16622.0,
heels,29.327774882751427,,Plural
hells,29.327774882751427,,Plural
thees,29.324300851137743,,Plural
sheet,29.324300851137743,42366.0,
these,29.324300851137743,1223310.0,
seeth,29.324300851137743,,
largo,29.31387875629668,,
jibes,29.31387875629668,,Plural
groat,29.310404724683,,
volts,29.310404724683,,Plural
gator,29.310404724683,,
argot,29.310404724683,,
lemur,29.310404724682996,,
muter,29.306930693069308,,
south,29.306930693069305,120894.0,
thous,29.306930693069305,,Plural
claws,29.306930693069305,,Plural
shout,29.306930693069305,33053.0,
hurls,29.293034566614555,,Plural
dribs,29.289560535000867,,Plural
birds,29.289560535000867,,Plural
hurts,29.289560535000863,,Plural
price,29.286086503387185,181918.0,
plein,29.27566440854612,,
pawls,29.27566440854612,,Plural
inept,29.27219037693243,,
leaky,29.268716345318744,,
freak,29.265242313705052,14012.0,
faker,29.265242313705052,,
crept,29.26176828209137,,
gyros,29.261768282091367,,Plural
acorn,29.25829425047768,,
caron,29.25829425047768,,
narco,29.25829425047768,,
oinks,29.25482021886399,,Plural
ikons,29.25482021886399,,Plural
olive,29.251346187250306,14192.0,
voile,29.251346187250306,,
naked,29.247872155636617,23909.0,
knead,29.247872155636617,,
otter,29.24787215563661,,
toter,29.24787215563661,,
retro,29.24787215563661,,
torte,29.24787215563661,,
corks,29.24439812402293,,Plural
rocks,29.24439812402293,,Plural
rinks,29.237450060795556,,Plural
ensue,29.237450060795556,,
unsee,29.23745006079555,,
viler,29.233976029181864,,
livre,29.233976029181864,,
liver,29.233976029181864,13374.0,
knots,29.23050199756818,,Plural
rivet,29.23050199756818,,
flays,29.230501997568176,,Plural
apron,29.22702796595449,,
porks,29.21313183949974,,Plural
rebid,29.206183776272365,,
bride,29.206183776272365,12400.0,
bider,29.206183776272365,,
lobed,29.20270974465868,,
coati,29.195761681431303,,
octal,29.174917491749177,,
koine,29.171443460135485,,
latin,29.1679694285218,22755.0,
patio,29.164495396908112,,
grids,29.16449539690811,,Plural
mynas,29.16449539690811,,Plural
girds,29.16449539690811,,Plural
golds,29.161021365294424,,Plural
inker,29.154073302067047,,
kilts,29.154073302067047,,Plural
ombre,29.154073302067047,,
token,29.147125238839678,,
leafy,29.147125238839678,,
tapir,29.147125238839678,,
czars,29.14712523883967,,Plural
asses,29.14712523883967,,Plural
eases,29.14712523883967,,Plural
decay,29.140177175612298,,
poker,29.12975508077124,,
cloys,29.126281049157548,,Plural
chefs,29.11585895431648,,Plural
auras,29.112384922702795,,Plural
suras,29.112384922702795,,Plural
payed,29.10891089108911,,
fonts,29.10891089108911,,Plural
geoid,29.098488796248045,,
dogie,29.098488796248045,,
ploys,29.09501476463436,,Plural
typos,29.091540733020672,,Plural
profs,29.091540733020672,,Plural
awoke,29.088066701406984,,
dirge,29.081118638179607,,
ridge,29.081118638179607,16341.0,
meany,29.081118638179607,,
flams,29.081118638179603,,Plural
lodge,29.07764460656592,,
ogled,29.07764460656592,,
ponds,29.074170574952237,,Plural
azine,29.07417057495223,,
waker,29.070696543338546,,
wreak,29.070696543338546,,
bauds,29.06374848011117,,Plural
daubs,29.06374848011117,,Plural
craze,29.06374848011117,,
damps,29.042904290429043,,Plural
force,29.03943025881536,210010.0,
yawls,29.035956227201662,,Plural
infer,29.032482195587978,,
flits,29.032482195587978,,Plural
lifts,29.032482195587978,,Plural
swarf,29.032482195587978,,
finer,29.032482195587978,,
felon,29.029008163974297,,
aurae,29.02900816397429,,
often,29.025534132360605,295709.0,
coned,29.02206010074692,,
wands,29.01511203751954,,Plural
dawns,29.01511203751954,,Plural
value,29.008163974292167,195639.0,
flame,28.9977418794511,20550.0,
plyer,28.994267847837417,,
reply,28.994267847837417,35489.0,
maced,28.990793816223725,,
rayon,28.987319784610044,,
bells,28.983845752996352,,Plural
bless,28.983845752996352,23307.0,Plural
blebs,28.983845752996352,,Plural
hyena,28.980371721382667,,
flash,28.98037172138266,16627.0,
scrim,28.98037172138266,,
bests,28.98037172138266,,Plural
beset,28.98037172138266,,
beets,28.98037172138266,,Plural
shaft,28.976897689768972,,
hafts,28.976897689768972,,Plural
limns,28.969949626541595,,Plural
mints,28.96647559492791,,Plural
pismo,28.96647559492791,,
bouts,28.96300156331423,,Plural
gable,28.963001563314226,,
bagel,28.963001563314226,,
begat,28.959527531700537,,
amped,28.959527531700537,,
fixes,28.95257946847316,,Plural
roved,28.94910543685948,,
drove,28.94910543685948,,
burls,28.94910543685948,,Plural
wafer,28.94910543685948,,
blurs,28.94910543685948,,Plural
prism,28.949105436859472,,
prims,28.949105436859472,,Plural
filet,28.949105436859472,,
burst,28.945631405245784,15772.0,
stomp,28.9421573736321,,
edict,28.9421573736321,,
cited,28.9421573736321,,
winos,28.93868334201841,,Plural
waned,28.93173527879104,,
crows,28.928261247177343,,Plural
chews,28.92131318394997,,Plural
piled,28.9143651207226,,
wonts,28.9143651207226,,Plural
towns,28.9143651207226,,Plural
plied,28.9143651207226,,
tepid,28.91089108910891,,
arity,28.907417057495223,,
swami,28.90741705749522,,
flora,28.90394302588154,,
saucy,28.90394302588153,,
prows,28.89699496265416,,Plural
crime,28.89699496265416,112978.0,
becks,28.89352093104047,,Plural
dinar,28.890046899426785,,
comet,28.890046899426785,,
drain,28.890046899426785,14944.0,
nadir,28.890046899426785,,
fauns,28.890046899426785,,Plural
ached,28.890046899426785,,
snafu,28.890046899426785,,
nodal,28.8865728678131,,
limen,28.886572867813097,,Plural
boule,28.88309883619941,,
siege,28.87962480458572,,
dirks,28.876150772972032,,Plural
dudes,28.876150772972032,,Plural
lochs,28.876150772972032,,Plural
suede,28.876150772972032,,
prime,28.86572867813097,45667.0,
ruble,28.86572867813097,,
bluer,28.86572867813097,,
hints,28.865728678130967,,Plural
thins,28.865728678130967,,Plural
tuber,28.86225464651729,,
buret,28.86225464651729,,
brute,28.86225464651729,,
rebut,28.86225464651729,,
tempo,28.858780614903598,,
glees,28.858780614903598,,Plural
above,28.851832551676218,90318.0,
cower,28.844884488448848,,
manor,28.83793642522147,,
gouts,28.83793642522147,,Plural
roman,28.83793642522147,18414.0,
gusto,28.83793642522147,,
wilts,28.837936425221468,,Plural
synod,28.834462393607787,,
brave,28.834462393607783,17860.0,
pangs,28.83446239360778,,Plural
spang,28.83446239360778,,
power,28.813618203925657,351483.0,
tidal,28.80667014069828,,
scene,28.80319610908459,118003.0,
irked,28.79277401424353,,
nitro,28.78929998262985,,
intro,28.78929998262985,,
toked,28.785825951016157,,
shawl,28.78582595101615,,
thaws,28.782351919402466,,Plural
swath,28.782351919402466,,
whats,28.782351919402466,,Plural
thine,28.782351919402466,,
penes,28.771929824561404,,Plural
chert,28.771929824561404,,
retch,28.771929824561404,,
peens,28.771929824561404,,Plural
foyer,28.76845579294772,,
idyls,28.75803369810665,,Plural
balks,28.75803369810665,,Plural
sumac,28.754559666492963,,
doyen,28.75108563487928,,
folds,28.751085634879274,,Plural
gluer,28.740663540038213,,
gruel,28.740663540038213,,
spurn,28.737189508424528,,
nerdy,28.73371547681084,,
sever,28.73024144519715,,
serve,28.73024144519715,213511.0,
veers,28.730241445197148,,Plural
verse,28.730241445197148,14470.0,
pumas,28.72329338196977,,Plural
grave,28.709397255515025,19407.0,
axled,28.705923223901337,,
ounce,28.70244919228765,19680.0,
whale,28.70244919228765,14947.0,
wheal,28.70244919228765,,
dashy,28.70244919228765,,
taxed,28.70244919228765,,
shady,28.70244919228765,,
forms,28.702449192287645,,Plural
wheat,28.69897516067396,11877.0,
cocas,28.69550112906028,,Plural
lazed,28.692027097446587,,
cults,28.68507903421921,,Plural
crass,28.678130970991838,,Plural
scars,28.678130970991838,,Plural
bleak,28.67465693937815,,
yield,28.67465693937815,23640.0,
fired,28.67118290776446,,
fried,28.67118290776446,,
deity,28.67118290776446,,
nasal,28.667708876150773,,
apsos,28.664234844537088,,Plural
psoas,28.664234844537088,,Plural
soaps,28.664234844537088,,Plural
hilar,28.6607608129234,,
loath,28.653812749696023,,
prune,28.653812749696023,,
altho,28.653812749696023,,
wheys,28.65033871808233,,Plural
paras,28.646864686468646,,Plural
rasps,28.646864686468646,,Plural
spars,28.646864686468646,,Plural
mazer,28.64339065485496,,
flabs,28.63644259162758,,Plural
cutie,28.62254646517283,,
hayed,28.619072433559143,,
heady,28.619072433559143,,
inane,28.605176307104397,,
midst,28.605176307104397,12746.0,
extol,28.605176307104397,,
frosh,28.60170227549071,,
demon,28.60170227549071,16143.0,
racer,28.59475421226333,,
carer,28.59475421226333,,
kikes,28.59128018064964,,Plural
skies,28.59128018064964,,Plural
eaten,28.58085808580858,,
anent,28.58085808580858,,
snack,28.57738405419489,,
clave,28.57391002258121,,
calve,28.57391002258121,,
letup,28.57043599096752,,
keels,28.57043599096752,,Plural
sleek,28.57043599096752,,
leeks,28.57043599096752,,Plural
tuple,28.57043599096752,,
skeet,28.566961959353836,,
parer,28.56348792774014,,
paper,28.56348792774014,165070.0,
raper,28.56348792774014,,
wolds,28.556539864512764,,Plural
fable,28.55306583289908,,
lunar,28.54959180128539,,
ulnar,28.54959180128539,,
spank,28.546117769671703,,
hazer,28.54264373805802,,
joist,28.53569567483064,,
lurks,28.53569567483064,,Plural
cribs,28.53569567483064,,Plural
blocs,28.53222164321695,,Plural
limed,28.525273579989577,,
holey,28.521799548375892,,
timed,28.52179954837589,,
demit,28.52179954837589,,
jolts,28.51485148514851,,Plural
flags,28.511377453534823,,Plural
worms,28.50790342192113,,Plural
honed,28.50095535869377,,
wider,28.47663713739795,,
weird,28.47663713739795,43433.0,
wired,28.47663713739795,,
lowed,28.473163105784263,,
dowel,28.473163105784263,,
fiefs,28.46968907417057,,Plural
towed,28.46968907417057,,
fifes,28.46968907417057,,Plural
moths,28.452318916102136,,Plural
fells,28.448844884488445,,Plural
flees,28.448844884488445,,Plural
feels,28.448844884488445,,Plural
selfs,28.448844884488445,,Plural
fetes,28.44537085287476,,Plural
cedes,28.441896821261075,,Plural
bawls,28.44189682126107,,Plural
spacy,28.438422789647387,,
fouls,28.431474726420007,,Plural
mower,28.42452666319264,,
scudo,28.42452666319264,,
soyas,28.42452666319264,,Plural
cadge,28.421052631578945,,
caged,28.421052631578945,,
dieth,28.421052631578945,,
lusty,28.41410456835157,,
furls,28.41410456835157,,Plural
deeps,28.410630536737884,,Plural
speed,28.410630536737884,63502.0,
turfs,28.41063053673788,,Plural
cruds,28.407156505124195,,Plural
curds,28.407156505124195,,Plural
clogs,28.407156505124192,,Plural
sling,28.40020844189682,,
lings,28.40020844189681,,Plural
tings,28.39673441028313,,Plural
sting,28.39673441028313,,
baron,28.39326037866945,,
paged,28.38978634705576,,
gaped,28.38978634705576,,
semen,28.382838283828384,,Plural
mesne,28.382838283828384,,
grips,28.37936425221469,,Plural
prigs,28.37936425221469,,Plural
sprig,28.37936425221469,,
hoard,28.375890220601008,,
mohel,28.372416188987323,,
muons,28.36546812575994,,Plural
mange,28.36199409414625,,
therm,28.351571999305197,,
gnash,28.344623936077813,,
hangs,28.344623936077813,,Plural
nudie,28.334201841236755,,
redox,28.32725377800938,,
xored,28.32725377800938,,
crude,28.323779746395694,,
cured,28.323779746395694,,
whore,28.323779746395694,,
fovea,28.31683168316832,,
libra,28.31683168316832,,
ligne,28.31683168316832,,
dozer,28.313357651554632,,
tinge,28.313357651554625,,
bloat,28.30988361994094,,
tuned,28.30988361994094,,
scuba,28.30988361994094,,
snaky,28.30640958832725,,
salad,28.30640958832725,23010.0,
yanks,28.30640958832725,,Plural
gripe,28.29598749348619,,
broke,28.29598749348619,,
duper,28.292513461872502,,
perdu,28.292513461872502,,
prude,28.292513461872502,,
camps,28.28903943025881,,Plural
scamp,28.28903943025881,,
vaned,28.28209136703144,,
sheen,28.28209136703144,,
beady,28.275143303804064,,
ammos,28.275143303804064,,Plural
somas,28.275143303804064,,Plural
wises,28.275143303804064,,Plural
bayed,28.275143303804064,,
organ,28.268195240576688,18750.0,
argon,28.268195240576688,,
groan,28.268195240576688,,
rumen,28.264721208963,,Plural
mavis,28.257773145735623,,Plural
groks,28.254299114121935,,Plural
wells,28.25429911412193,,Plural
slews,28.25429911412193,,Plural
swell,28.25429911412193,,
stews,28.25082508250825,,Plural
wests,28.25082508250825,,Plural
weest,28.25082508250825,,
sweet,28.25082508250825,67903.0,
clips,28.243877019280877,,Plural
aided,28.243877019280877,,
bonds,28.24040298766719,,Plural
silos,28.229980892826127,,Plural
soils,28.229980892826127,,Plural
pawns,28.229980892826124,,Plural
olios,28.229980892826124,,Plural
spawn,28.229980892826124,,
audio,28.22650686121244,,
laded,28.22303282959875,,
ladle,28.22303282959875,,
flaks,28.223032829598747,,Plural
flask,28.223032829598747,,
addle,28.223032829598747,,
dated,28.219558797985066,,
wurst,28.21608476637137,,
rills,28.21261073475768,,Plural
stirs,28.209136703144,,Plural
slots,28.205662671530312,,Plural
aloud,28.205662671530312,,
loots,28.205662671530312,,Plural
tolls,28.205662671530312,,Plural
tools,28.205662671530312,,Plural
avows,28.205662671530312,,Plural
stool,28.205662671530312,,
ileum,28.20566267153031,,
envoi,28.20566267153031,,
braze,28.198714608302936,,
zebra,28.198714608302936,,
cover,28.19524057668925,159606.0,
quais,28.19176654507556,,Plural
quasi,28.19176654507556,,
grail,28.19176654507556,,
chaps,28.188292513461874,,Plural
riven,28.18829251346187,,
novel,28.18481848184819,56709.0,
gloat,28.184818481848183,,
muxes,28.18481848184818,,Plural
rearm,28.17439638700712,,
seedy,28.17092235539344,,
quals,28.170922355393436,,Plural
squat,28.167448323779745,,
prove,28.16397429216606,115910.0,
beryl,28.16050026055237,,
boned,28.157026228938683,,
amour,28.157026228938683,,
harsh,28.157026228938683,17815.0,
yogis,28.15702622893868,,Plural
flake,28.139656070870245,,
sicko,28.139656070870245,,
cairn,28.13618203925656,,
caked,28.13270800764287,,
frogs,28.13270800764287,,Plural
acked,28.13270800764287,,
stogy,28.13270800764287,,
rille,28.129233976029184,,
canto,28.129233976029184,,
titre,28.12575994441549,,
titer,28.12575994441549,,
trite,28.12575994441549,,
trier,28.12575994441549,,
piano,28.122285912801804,17786.0,
scuse,28.122285912801804,,
locks,28.11881188118812,,Plural
stock,28.115337849574438,93809.0,
brims,28.115337849574427,,Plural
copra,28.111863817960742,,
oozes,28.111863817960742,,Plural
slink,28.111863817960742,,
links,28.11186381796074,,Plural
kilns,28.11186381796074,,Plural
tombs,28.10838978634705,,Plural
skint,28.10838978634705,,
stink,28.10838978634705,,
knits,28.10838978634705,,Plural
cheap,28.10491575473337,51588.0,
peach,28.10491575473337,,
waver,28.10491575473337,,
relet,28.10491575473337,,
supes,28.091019628278616,,Plural
equal,28.08754559666493,48522.0,
bidet,28.077123501823863,,
debit,28.077123501823863,,
gazer,28.073649470210174,,
graze,28.073649470210174,,
brows,28.06322737536912,,Plural
valor,28.059753343755432,,
hanks,28.056279312141736,,Plural
shank,28.056279312141736,,
ankhs,28.056279312141736,,Plural
khans,28.056279312141736,,Plural
halve,28.05280528052805,,
biome,28.049331248914367,,
forge,28.049331248914363,,
gofer,28.049331248914363,,
gilds,28.0389091540733,,Plural
board,28.031961090845925,127202.0,
broad,28.031961090845925,56310.0,
liken,28.02848705923224,,
walks,28.02848705923224,,Plural
plait,28.021538996004864,,
deems,28.021538996004864,,Plural
clerk,28.018064964391176,14547.0,
coifs,28.018064964391176,,Plural
faced,28.0111169011638,,
decaf,28.0111169011638,,
piker,28.007642869550114,,
gismo,28.00764286955011,,
knelt,28.00416883793643,,
modus,28.004168837936422,,Plural
bangs,28.00069480632273,,Plural
gamed,28.00069480632273,,
coney,27.99722077470905,,
yawns,27.990272711481676,,Plural
usual,27.986798679867984,32997.0,
drums,27.986798679867984,,Plural
luaus,27.986798679867984,,Plural
gloms,27.98679867986798,,Plural
krona,27.97985061664061,,
bower,27.97985061664061,,
tipsy,27.96942852179955,,
peony,27.965954490185865,,
flops,27.965954490185855,,Plural
glide,27.9555323953448,,
exact,27.94858433211742,28250.0,
tweak,27.941636268890047,,
grows,27.93816223727636,,Plural
jeers,27.934688205662678,,Plural
jives,27.934688205662667,,Plural
doors,27.927740142435297,,Plural
dross,27.927740142435297,,Plural
roods,27.927740142435297,,Plural
odors,27.927740142435297,,Plural
voids,27.92774014243529,,Plural
waifs,27.92774014243529,,Plural
sheds,27.92079207920792,,Plural
heeds,27.92079207920792,,Plural
bosun,27.92079207920792,,
bonus,27.92079207920792,17099.0,Plural
expat,27.917318047594232,,
began,27.917318047594232,,
berth,27.90689595275317,,
elfin,27.90689595275317,,
grime,27.906895952753167,,
flaws,27.906895952753167,,Plural
golem,27.903421921139483,,
demur,27.903421921139483,,
burns,27.903421921139483,,Plural
nurbs,27.903421921139483,,Plural
wafts,27.903421921139483,,Plural
feint,27.90342192113948,,
piety,27.886051763071045,,
goths,27.882577731457356,,Plural
ghost,27.882577731457356,28365.0,
coped,27.875629668229983,,
pined,27.868681605002607,,
rainy,27.86520757338892,,
risky,27.851311446934165,12017.0,
yolks,27.84783741532048,,Plural
erode,27.844363383706792,,
video,27.844363383706792,153563.0,
rodeo,27.844363383706792,,
odder,27.844363383706792,,
order,27.844363383706792,140025.0,
forks,27.84436338370679,,Plural
bueno,27.837415320479412,,
bossa,27.83046725725204,,
basso,27.83046725725204,,
drive,27.826993225638358,194360.0,
rived,27.826993225638358,,
diver,27.826993225638358,,
loved,27.82351919402467,,
limps,27.823519194024662,,Plural
voted,27.820045162410977,,
cawed,27.81657113079729,,
genes,27.8130970991836,,Plural
brass,27.8130970991836,,Plural
sabra,27.8130970991836,,
barbs,27.8130970991836,,Plural
scowl,27.80267500434254,,
cowls,27.80267500434254,,Plural
folia,27.79920097272885,,
chasm,27.799200972728848,,
goeth,27.799200972728848,,
twins,27.792252909501475,,Plural
pawed,27.7853048462741,,
frail,27.781830814660413,,
flair,27.781830814660413,,
laity,27.781830814660413,,
filar,27.781830814660413,,
rungs,27.778356783046725,,Plural
mover,27.77488275143304,,
aloft,27.77488275143304,,
float,27.77488275143304,20540.0,
acrid,27.77488275143304,,
plows,27.771408719819348,,Plural
clime,27.771408719819348,,
kyrie,27.767934688205663,,
yokel,27.76446065659197,,
magus,27.76446065659197,,Plural
podia,27.760986624978287,,
chits,27.750564530137225,,Plural
rapid,27.74361646690985,20504.0,
impel,27.74014243529616,,
tempi,27.736668403682472,,
adopt,27.736668403682472,50605.0,
amino,27.733194372068784,,
rebar,27.729720340455096,,
barer,27.729720340455096,,
zebus,27.72624630884141,,Plural
softy,27.72277227722773,,
macro,27.72277227722772,,
carom,27.72277227722772,,
piths,27.71929824561404,,Plural
phone,27.71582421400035,194941.0,
banks,27.712350182386658,,Plural
twine,27.70887615077297,,
muses,27.7019280875456,,Plural
smirk,27.701928087545596,,
gluts,27.69498002431822,,Plural
wiper,27.69150599270453,,
agars,27.688031961090843,,Plural
grass,27.688031961090843,32880.0,Plural
faxer,27.67760986624978,,
hover,27.674135834636097,,
toric,27.674135834636093,,
chile,27.67066180302241,,
twerp,27.667187771408724,,
liked,27.66718777140872,,
ethic,27.66718777140872,,
rowan,27.663713739795035,,
kited,27.663713739795032,,
specs,27.65676567656766,,Plural
works,27.64981761334028,49867.0,Plural
fiery,27.646343581726597,,
reify,27.646343581726597,,
coups,27.63939551849922,,Plural
cunts,27.639395518499217,,Plural
decoy,27.635921486885536,,
guile,27.63592148688553,,
maxis,27.635921486885525,,Plural
sieve,27.625499392044468,,
flyer,27.625499392044468,,
seers,27.625499392044468,,Plural
refly,27.625499392044468,,
vises,27.625499392044464,,Plural
ivies,27.625499392044464,,Plural
roach,27.622025360430783,,
decry,27.61855132881709,,
sours,27.60812923397603,,Plural
punts,27.60812923397603,,Plural
dopey,27.604655202362345,,
agree,27.604655202362338,208506.0,
elves,27.604655202362338,,Plural
eager,27.604655202362338,18609.0,
vests,27.601181170748653,,Plural
shirk,27.601181170748653,,
famed,27.590759075907588,,
virus,27.590759075907588,31075.0,Plural
gavel,27.58381101268021,,
slimy,27.58381101268021,,
misty,27.580336981066527,,
firms,27.580336981066523,,Plural
money,27.57686294945284,437583.0,
trawl,27.56296682299809,,
minds,27.56296682299809,,Plural
uncle,27.559492791384404,46291.0,
coupe,27.55601875977072,,
badge,27.556018759770712,,
calls,27.552544728157024,,Plural
class,27.552544728157024,219160.0,Plural
tacts,27.54907069654334,,Plural
scats,27.54907069654334,,Plural
casts,27.54907069654334,,Plural
filed,27.54559666492965,,
flied,27.54559666492965,,
field,27.54559666492965,190489.0,
yawed,27.54559666492965,,
brigs,27.545596664929647,,Plural
fetid,27.54212263331596,,
drubs,27.54212263331596,,Plural
globs,27.54212263331596,,Plural
maize,27.538648601702278,,
yowls,27.5317005384749,,Plural
gyves,27.531700538474897,,Plural
mashy,27.52822650686121,,
knees,27.524752475247524,,Plural
keens,27.524752475247524,,Plural
palls,27.52127844363384,,Plural
slaps,27.52127844363384,,Plural
delft,27.52127844363384,,
spats,27.51780441202015,,Plural
pasts,27.517804412020148,,Plural
pasta,27.517804412020148,,
hiker,27.517804412020148,,
downs,27.51085634879277,,Plural
ovule,27.5039082855654,,
diary,27.5039082855654,13233.0,
dairy,27.5039082855654,,
limey,27.50043425395171,,
toady,27.496960222338025,,
today,27.496960222338025,431562.0,
fermi,27.49696022233802,,
joins,27.493486190724337,,Plural
lardy,27.483064095883275,,
waxer,27.48306409588327,,
tardy,27.479590064269587,,
mined,27.479590064269583,,
denim,27.479590064269583,,
bogie,27.479590064269583,,
honey,27.476116032655906,54912.0,
tacet,27.465693937814837,,
fangs,27.46569393781483,,Plural
