word,prob,freq,plural
annul,21.914191419141915,,
chalk,21.91419141914191,,
taunt,21.910717387528223,,
skull,21.90029529268716,14911.0,
skulk,21.90029529268716,,
sulks,21.90029529268716,,Plural
tusks,21.89682126107348,,Plural
crypt,21.88639916623241,,
lorry,21.87597707139135,,
rooty,21.872503039777666,,
wrong,21.865554976550285,206856.0,
grown,21.865554976550285,,
sunny,21.8620809449366,11889.0,
rondo,21.855132881709224,,
donor,21.855132881709224,18858.0,
youth,21.848184818481847,57132.0,
hurly,21.834288692027098,,
hound,21.83081466041341,,
drama,21.82386659718604,29588.0,
shims,21.823866597186036,,Plural
dwell,21.820392565572348,,
tweed,21.81691853395866,,
thong,21.809970470731287,,
would,21.80302240750391,2349400.0,
oinky,21.796074344276533,,
celeb,21.796074344276533,,
dildo,21.796074344276533,,
ditto,21.792600312662845,,
didot,21.792600312662845,,
idiot,21.792600312662845,27432.0,
corky,21.78565224943547,,
rocky,21.78565224943547,,
drill,21.778704186208092,13524.0,
sluff,21.77870418620809,,
fulls,21.77870418620809,,Plural
tufts,21.775230154594407,,Plural
stuff,21.775230154594407,145992.0,
scuds,21.77175612298072,,Plural
sassy,21.77175612298072,,
woosh,21.77175612298072,,
assay,21.77175612298072,,
whoso,21.77175612298072,,
shows,21.77175612298072,,Plural
plebe,21.764808059753346,,
crimp,21.76133402813965,,
clomp,21.75785999652597,,
nabob,21.75785999652597,,
fugal,21.75785999652597,,
porky,21.754385964912284,,
wedgy,21.747437901684908,,
vocab,21.747437901684904,,
blunt,21.747437901684904,,
books,21.74396387007122,,Plural
hodad,21.74048983845753,,
spuds,21.74048983845753,,Plural
light,21.733541775230155,185287.0,
clown,21.730067743616463,,
vomit,21.723119680389093,,
motor,21.72311968038909,29863.0,
theme,21.71617161716172,49821.0,
ixnay,21.712697585548028,,
ridgy,21.70574952232065,,
godly,21.702275490706967,,
mouth,21.69880145909328,86406.0,
zayin,21.69880145909328,,
kilty,21.69532742747959,,
deuce,21.688379364252217,,
crazy,21.688379364252214,87804.0,
educe,21.688379364252214,,
fucks,21.688379364252214,,Plural
labia,21.68143130102484,,
alibi,21.68143130102484,,
thrum,21.68143130102484,,
tibia,21.677957269411152,,
oozed,21.677957269411152,,
dozed,21.677957269411152,,
where,21.671009206183776,597351.0,
hewer,21.671009206183776,,
kebob,21.660587111342718,,
chirp,21.66058711134271,,
duped,21.657113079729022,,
upped,21.657113079729022,,
quoit,21.657113079729022,,
noons,21.653639048115338,,Plural
quirt,21.639742921660584,,
gonna,21.63279485843321,,
luvya,21.63279485843321,,
boffs,21.62237276359215,,Plural
troth,21.622372763592143,,
amass,21.622372763592143,,Plural
mamas,21.622372763592143,,Plural
ortho,21.622372763592143,,
gooks,21.61889873197846,,Plural
shuns,21.611950668751085,,Plural
watch,21.594580510682647,318772.0,
pence,21.584158415841586,,Plural
sills,21.57721035261421,,Plural
fitly,21.57373632100052,,
black,21.570262289386832,293101.0,
thwap,21.563314226159456,,
event,21.52857391002258,194748.0,
belly,21.52509987840889,16361.0,
toxic,21.521625846795207,15101.0,
shahs,21.521625846795203,,Plural
greek,21.51815181518152,16725.0,
jived,21.50078165711308,,
sudsy,21.50078165711308,,
goofs,21.497307625499392,,Plural
oxlip,21.493833593885704,,
burly,21.49035956227202,,
bingo,21.490359562272012,,
bound,21.48688553065833,,
kicks,21.486885530658327,,Plural
sicks,21.486885530658327,,Plural
gaudy,21.479937467430958,,
canal,21.479937467430958,,
bring,21.472989404203577,439445.0,
sexes,21.472989404203577,,Plural
apian,21.46951537258989,,
cowry,21.46951537258989,,
weave,21.46951537258989,,
chewy,21.46256730936252,,
frown,21.455619246135143,,
mynah,21.45561924613514,,
skips,21.45561924613514,,Plural
thanx,21.438249088066694,,
syncs,21.42782699322564,,Plural
varia,21.42782699322564,,
build,21.4104568351572,230071.0,
larva,21.406982803543517,,
leggy,21.400034740316137,,
elegy,21.400034740316137,,
waltz,21.39656070870245,,
gouty,21.37919055063401,,
truck,21.34445023449713,67403.0,
gravy,21.33402813965607,,
spiff,21.33402813965607,,
weber,21.327080076428693,,
filth,21.32360604481501,,
wharf,21.32360604481501,,
child,21.32013201320132,685426.0,
ditch,21.316657981587632,,
penny,21.313183949973947,,
balky,21.299287823519197,,
dodos,21.29233976029182,,Plural
ohmic,21.28886572867813,,
guild,21.285391697064444,,
robot,21.278443633837067,20517.0,
gimme,21.27149557060969,,
every,21.27149557060969,567233.0,
snubs,21.268021538996003,,Plural
highs,21.254125412541253,,Plural
sighs,21.254125412541253,,Plural
mogul,21.233281222859127,,
unfit,21.233281222859127,,
cruft,21.22285912801806,,
ritzy,21.219385096404377,,
carry,21.219385096404377,168820.0,
zloty,21.21591106479069,,
cling,21.212437033177,,
natty,21.205488969949627,,
admix,21.20201493833594,,
ivied,21.19159284349488,,
dived,21.19159284349488,,
erred,21.191592843494877,,
parry,21.18811881188119,,
brink,21.1846447802675,,
rigor,21.177696717040124,,
odour,21.17422268542644,,
heigh,21.17074865381275,,
delve,21.17074865381275,,
junks,21.16380059058537,,Plural
awful,21.15337849574431,26206.0,
dimly,21.149904464130625,,
flail,21.146430432516937,,
snugs,21.14295640090325,,Plural
wisps,21.13948236928956,,Plural
ghoul,21.132534306062183,,
ought,21.1290602744485,42597.0,
tough,21.1290602744485,89612.0,
fatal,21.12211221122112,,
kelly,21.11169011638006,,
croon,21.101268021539,,
gyved,21.09779398992531,,
hence,21.094319958311623,22424.0,
kneed,21.09084592669793,,
comma,21.08737189508425,,
adapt,21.08389786347056,24934.0,
anima,21.08042383185687,,
mania,21.08042383185687,,
mulct,21.07694980024318,,
porno,21.070001737015808,,
skims,21.06652770540212,,Plural
churn,21.059579642174743,,
drunk,21.05610561056106,24079.0,
queer,21.05610561056105,,
manta,21.05610561056105,,
sagas,21.052631578947366,,Plural
wormy,21.04915754733368,,
colic,21.04220948410631,,
flack,21.03526142087893,,
polio,21.01094319958312,,
judge,21.00746916796943,81312.0,
topoi,21.00746916796943,,
fancy,20.997047073128368,12450.0,
mothy,20.99357304151468,,
axing,20.99357304151468,,
esses,20.990099009900987,,Plural
mangy,20.986624978287303,,
achoo,20.986624978287303,,
cusps,20.986624978287303,,Plural
coach,20.986624978287303,88826.0,
bylaw,20.98315094667361,,
yogic,20.969254820218865,,
shiki,20.965780788605176,,
turfy,20.951884662150427,,
fondu,20.951884662150427,,
found,20.951884662150427,26466.0,
await,20.94841063053674,16102.0,
curdy,20.94841063053674,,
miffs,20.94493659892305,,Plural
lying,20.94146256730936,,
tying,20.937988535695677,,
augur,20.934514504081985,,
nixie,20.931040472468297,,
jihad,20.92756644085461,,
enemy,20.924092409240927,60473.0,
clink,20.924092409240924,,
prick,20.9032482195588,,
plink,20.892826124717736,,
woofs,20.892826124717736,,Plural
fluid,20.875455966649294,15938.0,
jumps,20.87545596664929,,Plural
blown,20.86503387180824,,
skunk,20.854611776967168,,
dally,20.847663713739795,,
farad,20.84418968212611,,
jinns,20.84071565051242,,Plural
campy,20.83029355567136,,
quark,20.83029355567136,,
beige,20.82681952405767,,
birch,20.82681952405767,,
botch,20.81987146083029,,
glebe,20.805975334375542,,
beget,20.80250130276185,,
marry,20.79902727114817,76412.0,
fewer,20.792079207920796,37775.0,
pupal,20.767760986624975,,
flaky,20.76428695501129,,
owing,20.760812923397605,,
wound,20.75733889178392,22414.0,
fuzed,20.757338891783917,,
swims,20.750390828556537,,Plural
floor,20.746916796942852,122291.0,
wring,20.743442765329164,,
theft,20.736494702101787,12907.0,
bunco,20.733020670488106,,
snuff,20.733020670488106,,
bronx,20.719124544033352,,
yahoo,20.715650512419664,,
pussy,20.71565051241966,,
droop,20.70870244919229,,
harry,20.698280354351223,,
night,20.68785825951016,452094.0,
thing,20.68785825951016,1202004.0,
moron,20.680910196282788,,
breve,20.677436164669096,,
oxeye,20.667014069828035,,
frock,20.65659197498697,,
zooey,20.653117943373285,,
cubit,20.653117943373285,,
whish,20.6496439117596,,
award,20.6496439117596,54712.0,
swish,20.6496439117596,,
nabla,20.61490359562272,,
quoin,20.61490359562272,,
banal,20.61490359562272,,
hanky,20.597533437554283,,
molto,20.597533437554283,,
mucus,20.59753343755428,,Plural
scums,20.59753343755428,,Plural
zooms,20.587111342713214,,Plural
hilum,20.580163279485845,,
honor,20.580163279485845,49871.0,
champ,20.58016327948584,,
calyx,20.576689247872157,,
mumps,20.56626715303109,,Plural
pumps,20.56626715303109,,Plural
sumps,20.56626715303109,,Plural
qualm,20.562793121417403,,
verge,20.552371026576346,,
goyim,20.548896994962654,,
wheel,20.54542296334897,37921.0,
cocos,20.538474900121592,,Plural
grimy,20.531526836894216,,
pitch,20.531526836894216,23028.0,
nifty,20.528052805280527,,
quilt,20.514156678825778,,
mecum,20.514156678825778,,
again,20.51068264721209,530706.0,
aging,20.51068264721209,,
poops,20.507208615598405,,Plural
mezzo,20.50373458398472,,
biffs,20.500260552371024,,Plural
dusks,20.49331248914365,,Plural
spivs,20.489838457529963,,Plural
jerry,20.475942331075213,,
wassa,20.44815007816571,,
union,20.430779920097272,102805.0,
himbo,20.4238318568699,,
tenet,20.423831856869896,,
occur,20.42035782525621,112575.0,
think,20.399513635574085,2077762.0,
hexer,20.399513635574085,,
vizor,20.392565572346708,,
forky,20.38561750911933,,
duffs,20.37172138266458,,Plural
imply,20.36477331943721,30829.0,
butyl,20.36129928782352,,
phony,20.340455098141398,,
young,20.336981066527706,341002.0,
twiny,20.333507034914017,,
flown,20.33003300330033,,
mussy,20.32655897168664,,
avail,20.30224075039083,,
villa,20.30224075039083,,
attar,20.29876671877714,,
itchy,20.291818655549765,,
bhang,20.291818655549765,,
feued,20.28834462393608,,
amuck,20.28834462393608,,
evoke,20.281396560708703,,
yoyos,20.267500434253957,,Plural
pithy,20.260552371026577,,
boron,20.236234149730763,,
hussy,20.225812054889698,,
mambo,20.222338023276013,,
fence,20.21538996004864,24223.0,
crack,20.211915928434948,21623.0,
kapok,20.1980198019802,,
parka,20.18064964391176,,
coypu,20.18064964391176,,
swigs,20.18064964391176,,Plural
proxy,20.16675351745701,,
milch,20.145909327774884,,
fever,20.1424352961612,13809.0,
bozos,20.1424352961612,,Plural
henge,20.104220948410628,,
fanin,20.100746916796943,,
catty,20.09032482195588,,
skiff,20.08685079034219,,
cupid,20.083376758728505,,
humus,20.07642869550113,,Plural
brick,20.069480632273752,18730.0,
block,20.066006600660067,73065.0,
pally,20.06253256904638,,
playa,20.06253256904638,,
apply,20.06253256904638,110328.0,
booze,20.05905853743269,,
blink,20.05905853743269,,
patty,20.05905853743269,,
cumin,20.055584505819,,
downy,20.05211047420532,,
druid,20.052110474205318,,
igloo,20.052110474205318,,
outdo,20.04516241097794,,
panda,20.041688379364253,,
grill,20.03474031613688,,
shoos,20.01737015806844,,Plural
crump,20.013896126454743,,
rumor,20.0,20921.0,
conic,19.996525968386315,,
ionic,19.99652596838631,,
aargh,19.979155810317877,,
colon,19.975681778704185,,
embed,19.96873371547681,,
cheep,19.94788952579469,,
fenny,19.944415494181,,
lunch,19.933993399339936,54300.0,
lulab,19.933993399339936,,
pouch,19.930519367726248,,
quell,19.930519367726244,,
unhip,19.92357130449887,,
licit,19.89577905158937,,
kiwis,19.89230501997568,,Plural
busby,19.88188292513462,,
wanta,19.88188292513462,,
brood,19.87493486190725,,
catch,19.84019454577037,160594.0,
hatch,19.84019454577037,,
lulus,19.8297724509293,,Plural
lulls,19.8297724509293,,Plural
tutus,19.826298419315616,,Plural
alpha,19.812402292860867,14253.0,
fling,19.812402292860863,,
gulag,19.80892826124718,,
venue,19.80545422963349,12178.0,
gutta,19.80545422963349,,
tagua,19.80545422963349,,
dandy,19.801980198019805,,
climb,19.8019801980198,45263.0,
excel,19.79503213479243,,
karma,19.79155810317874,,
pixie,19.78461003995136,,
blimp,19.77071391349661,,
expel,19.76376585026924,,
weeny,19.749869723814488,,
krill,19.7463956922008,,
hedge,19.742921660587115,,
sucks,19.739447628973423,,Plural
zooks,19.72902553413236,,Plural
dough,19.725551502518677,12151.0,
brung,19.725551502518677,,
width,19.722077470904985,,
yecch,19.708181344450235,,
loony,19.704707312836547,,
keyed,19.704707312836547,,
nylon,19.704707312836547,,
toyon,19.701233281222866,,
bitch,19.69775924960917,33157.0,
mufti,19.69775924960917,,
vinyl,19.68733715476811,,
axial,19.68038909154073,,
boobs,19.67344102831336,,Plural
privy,19.666492965085983,,
adman,19.652596838631236,,
fjord,19.649122807017545,,
folio,19.64217474379017,,
unjam,19.642174743790164,,
iodic,19.635226680562795,,
frill,19.624804585721733,,
lilty,19.62480458572173,,
eject,19.61785652249436,,
cuffs,19.617856522494357,,Plural
scuff,19.617856522494357,,
puffs,19.58659023797116,,Plural
bawdy,19.576168143130104,,
dutch,19.569220079902728,12496.0,
whang,19.56227201667535,,
burro,19.555323953447974,,
bevel,19.55184992183429,,
mucho,19.541427826993228,,
dying,19.53447976376585,12893.0,
dingy,19.53447976376585,,
promo,19.53447976376585,,
flock,19.531005732152163,,
limby,19.531005732152163,,
kulak,19.5205836373111,,
abaci,19.5205836373111,,
podgy,19.51016154247004,,
cabal,19.499739447628976,,
blitz,19.49973944762897,,
coqui,19.49973944762897,,
pinch,19.48931735278791,,
cuing,19.485843321174222,,
blowy,19.47889525794685,,
limit,19.47542122633316,66220.0,
quint,19.468473163105784,,
clung,19.464999131492096,,
bunko,19.454577036651035,,
holon,19.45457703665103,,
egger,19.447628973423654,,
halma,19.423310752127847,,
fawny,19.40246656244572,,
wahoo,19.392044467604656,,
weedy,19.38857043599097,,
dewey,19.38857043599097,,
tilth,19.374674309536218,,
glitz,19.37467430953621,,
kabob,19.364252214695156,,
pssst,19.360778183081468,,
jelly,19.350356088240403,,
fussy,19.346882056626715,,
jetty,19.346882056626715,,
oddly,19.34340802501303,,
dolly,19.34340802501303,,
toddy,19.33993399339934,,
dotty,19.33993399339934,,
unman,19.332985930171965,,
annum,19.332985930171965,,
dryly,19.32603786694459,,
twink,19.32603786694459,,
musks,19.31908980371721,,Plural
jingo,19.315615772103527,,
roomy,19.2947715824214,,
gypsy,19.291297550807712,,
thick,19.284349487580336,41420.0,
tepee,19.27740142435296,,
kooks,19.260031266284525,,Plural
folky,19.260031266284525,,
avian,19.25655723467084,,
dinky,19.24613513982977,,
mewed,19.2391870766024,,
naval,19.23571304498871,,
avant,19.232239013375025,,
lynch,19.228764981761337,,
bally,19.228764981761334,,
tabby,19.225290950147645,,
batty,19.225290950147645,,
husks,19.21834288692027,,Plural
idiom,19.214868855306584,,
fungo,19.207920792079207,,
muffs,19.197498697238142,,Plural
crumb,19.180128539169704,,
clunk,19.17665450755602,,
humid,19.17318047594233,,
filch,19.166232412714955,,
might,19.152336286260205,521992.0,
plunk,19.14538822303283,,
sissy,19.14538822303283,,
hewed,19.13844015980545,,
fugit,19.12801806496439,,
slyly,19.124544033350706,,
milky,19.11759597012333,,
beech,19.11412193850964,,
gayly,19.103699843668576,,
huffs,19.0967517804412,,Plural
honky,19.093277748827514,,
clack,19.08632968560014,,
alack,19.086329685600138,,
bebug,19.079381622372765,,
chomp,19.07590759075908,,
canny,19.048115337849573,,
refer,19.037693243008512,85212.0,
freer,19.037693243008512,,
grump,19.02379711655376,,
furor,19.020323084940078,,
ended,19.020323084940078,,
nappy,19.016849053326386,,
going,19.00642695848532,,
rutty,19.00295292687164,,
dunno,19.00295292687164,,
filmy,18.99600486364426,,
wrung,18.99600486364426,,
cough,18.971686642348445,,
lawzy,18.96821261073476,,
witch,18.96821261073476,15359.0,
bigly,18.961264547507383,,
bilgy,18.961264547507383,,
quoth,18.954316484280007,,
whipt,18.93694632621157,,
windy,18.9299982629842,,
bezel,18.91610213652944,,
radar,18.89525794684732,11932.0,
shish,18.89525794684732,,
lemme,18.89178391523363,,
melee,18.89178391523363,,
unban,18.88830988361994,,
clump,18.88830988361994,,
queen,18.88483585200625,38445.0,
busks,18.87441375716519,,Plural
wowee,18.86051763071044,,
exude,18.82230328295988,,
alkyl,18.8153552197325,,
unify,18.80493312489144,,
bedew,18.794511030050373,,
dweeb,18.794511030050373,,
rotor,18.794511030050373,,
phlox,18.791036998436688,,
teeth,18.787562966823,,Plural
hullo,18.773666840368247,,
truth,18.75282265068612,142017.0,
buffs,18.75282265068612,,Plural
blood,18.749348619072435,137579.0,
crock,18.707660239708183,,
crook,18.707660239708183,,
bight,18.70766023970818,,
bromo,18.70071217648081,,
cheek,18.70071217648081,24607.0,
broom,18.70071217648081,,
check,18.70071217648081,155591.0,
knoll,18.69723814486712,,
fatty,18.690290081639745,,
taffy,18.69029008163974,,
cycad,18.686816050026057,,
caddy,18.686816050026057,,
wedge,18.66944589195761,,
rhumb,18.659023797116557,,
paddy,18.65554976550287,,
thunk,18.652075733889177,,
rigid,18.62775751259337,,
plumy,18.6173354177523,,
lumpy,18.6173354177523,,
umpty,18.613861386138613,,
frump,18.613861386138613,,
cuppa,18.60691332291124,,
weepy,18.60343929129755,,
coyly,18.5895431648428,,
khaki,18.586069133229117,,
tinny,18.579121070001737,,
nitty,18.579121070001737,,
groom,18.57564703838805,,
condo,18.568698975160675,,
codon,18.568698975160675,,
mafia,18.565224943546987,,
junco,18.55827688031961,,
polly,18.55827688031961,,
polyp,18.55827688031961,,
loopy,18.55827688031961,,
loppy,18.55827688031961,,
vulva,18.55480284870593,,
potty,18.55480284870593,,
proof,18.55480284870593,33755.0,
uvula,18.55480284870592,,
bibbs,18.551328817092237,,Plural
fugue,18.54438075386486,,
deque,18.52353656418273,,
alway,18.49921834288692,,
murky,18.49574431127323,,
pocky,18.46795205836373,,
pubic,18.464478026750044,,
comic,18.46100399513636,13245.0,
ninja,18.461003995136355,,
lipid,18.461003995136355,,
pinky,18.461003995136355,,
belle,18.44710786868161,,
hafta,18.44015980545423,,
rooky,18.436685773840544,,
dacha,18.436685773840544,,
howdy,18.415841584158414,,
blurb,18.41236755254473,,
primp,18.41236755254473,,
wacky,18.40889352093104,,
flick,18.40889352093104,,
mulch,18.398471426089976,,
brava,18.38110126802154,,
pawky,18.37762723640785,,
yucca,18.36720514156679,,
thump,18.3637311099531,,
kiddo,18.356783046725727,,
fauna,18.353309015112035,,
rugby,18.33941288865729,,
nihil,18.33246482542991,,
hippo,18.328990793816224,,
ninth,18.328990793816224,,
jiffs,18.325516762202536,,Plural
jenny,18.30467257252041,,
photo,18.30467257252041,177976.0,
twill,18.30119854090672,,
outgo,18.30119854090672,,
noddy,18.29772450929304,,
pagan,18.297724509293037,,
panga,18.297724509293037,,
hokum,18.26298419315616,,
hying,18.25951016154247,,
chink,18.24214000347403,,
dilly,18.221295813791908,,
idyll,18.221295813791905,,
ditty,18.21782178217822,,
flood,18.21434775056453,18059.0,
gumbo,18.207399687337155,,
quirk,18.203925655723467,,
verve,18.193503560882405,,
reeve,18.193503560882405,,
fight,18.172659371200275,154643.0,
molly,18.16918533958659,,
tommy,18.165711307972902,,
cocoa,18.15876324474553,,
cacao,18.15876324474553,,
whack,18.15876324474553,,
mondo,18.148341149904468,,
pupil,18.141393086677088,,
scuzz,18.1379190550634,,
dicky,18.130970991836023,,
worry,18.12054889699496,119256.0,
finch,18.12054889699496,,
bough,18.10665277054021,,
abaft,18.096230675699147,,
fungi,18.085808580858085,,
timid,18.068438422789647,,
holly,18.068438422789647,,
zombi,18.06496439117596,,
flung,18.06496439117596,,
widow,18.040646169880148,,
knack,18.040646169880144,,
pluck,18.030224075039083,,
jewel,18.026750043425395,,
plumb,18.023276011811703,,
wonky,18.01980198019802,,
bocci,18.016327948584333,,
blini,17.988535695674834,,
beefy,17.96421747437902,,
runny,17.96074344276533,,
comfy,17.957269411151643,,
chimp,17.953795379537954,,
butch,17.950321347924266,,
curvy,17.950321347924266,,
gizmo,17.939899253083205,,
rajah,17.929477158242143,,
winch,17.92600312662845,,
magna,17.908632968560013,,
ceded,17.90515893694633,,
undid,17.880840715650514,,
array,17.87041862080945,17233.0,
hexed,17.86694458919576,,
unbox,17.86694458919576,,
gauzy,17.846100399513634,,
brook,17.84262636789995,,
gulch,17.828730241445196,,
baddy,17.821782178217823,,
swiss,17.82178217821782,,Plural
lucky,17.790515893694632,53231.0,
dungy,17.787041862080944,,
flunk,17.776619767239882,,
webby,17.769671704012506,,
ilium,17.752301545944068,,
bazar,17.74535348271669,,
punch,17.741879451103003,15780.0,
momma,17.738405419489318,,
ribby,17.727983324648253,,
lobby,17.72450929303457,15206.0,
booty,17.72103526142088,,
vouch,17.717561229807192,,
grook,17.717561229807192,,
tweet,17.714087198193504,,
mahua,17.696717040125066,,
zilch,17.686294945284004,,
lotto,17.668924787215566,,
lymph,17.66197672398819,,
whiny,17.655028660760813,,
fanny,17.648080597533436,,
loggy,17.59944415494181,,
golly,17.59944415494181,,
ruddy,17.59944415494181,,
forgo,17.595970123328122,,
bimbo,17.595970123328122,,
crick,17.585548028487057,,
clock,17.582073996873373,29112.0,
bloom,17.575125933646,,
unzip,17.564703838804935,,
quack,17.543859649122805,,
thumb,17.529963522668055,16776.0,
digit,17.498697238144867,,
whomp,17.48132708007643,,
pizza,17.474379016849053,21238.0,
booth,17.470904985235364,13234.0,
duomo,17.46743095362168,,
icily,17.46743095362168,,
plaza,17.453534827166926,,
yawny,17.453534827166926,,
gloom,17.45006079555324,,
fichu,17.439638700712177,,
lippy,17.43616466909849,,
tippy,17.4326906374848,,
gawky,17.41879451103005,,
ovoid,17.39100225812055,,
juror,17.380580163279486,13406.0,
happy,17.380580163279486,170573.0,
fatwa,17.366684036824736,,
munch,17.352787910369983,,
kazoo,17.349313878756295,,
picky,17.34583984714261,,
klutz,17.338891783915233,,
pukka,17.32846968907417,,
vroom,17.321521625846795,,
looky,17.311099531005734,,
yolky,17.311099531005734,,
jowly,17.304151467778357,,
conch,17.293729372937293,,
daffy,17.28678130970992,,
faddy,17.28678130970992,,
hulky,17.26941115164148,,
hubba,17.25204099357304,,
laxly,17.227722772277225,,
chill,17.217300677436164,,
chili,17.217300677436164,,
pigmy,17.21382664582248,,
gimpy,17.21382664582248,,
hitch,17.213826645822476,,
bulgy,17.213826645822476,,
dumpy,17.21035261420879,,
folly,17.189508424526664,,
toffy,17.186034392912976,,
shush,17.14782004516241,,
duchy,17.140871981935035,,
moony,17.123501823866597,,
uncut,17.10265763418447,,
maxim,17.099183602570783,,
unpin,17.095709570957094,,
pinup,17.095709570957094,,
glyph,17.09223553934341,,
level,17.067917318047595,279770.0,
levee,17.067917318047595,,
cabby,17.067917318047595,,
pavan,17.04359909675178,,
ebbed,17.040125065138092,,
wazoo,17.033177001910715,,
calla,17.015806843842277,,
wooly,16.994962654160155,,
lowly,16.994962654160155,,
hammy,16.991488622546466,,
papal,16.98454055931909,,
wryly,16.977592496091717,,
hilly,16.946326211568525,,
bulky,16.9254820218864,,
egged,16.915059927045338,,
edged,16.915059927045338,,
gappy,16.91158589543165,,
bunch,16.90811186381796,43989.0,
bwana,16.859475421226332,,
peppy,16.84905332638527,,
curry,16.845579294771582,,
nutty,16.831683168316832,,
tunny,16.831683168316832,,
klugy,16.80041688379364,,
moody,16.76220253604308,,
whirr,16.748306409588327,,
allay,16.74483237797464,,
tatty,16.74135834636095,,
emcee,16.73093625151989,,
punky,16.71356609345145,,
bonny,16.678825777314575,,
nobby,16.678825777314575,,
unwon,16.65450755601876,,
onion,16.647559492791384,24049.0,
pudgy,16.64061142956401,,
nymph,16.616293208268196,,
mungy,16.612819176654508,,
couch,16.612819176654508,21942.0,
wimpy,16.60934514504082,,
billy,16.602397081813443,,
bitty,16.598923050199758,,
llama,16.59544901858607,,
goony,16.553760639221817,,
knock,16.53639048115338,44485.0,
vying,16.53639048115338,,
chunk,16.494702101789127,12574.0,
dully,16.473857912107,,
click,16.45996178565225,39951.0,
etext,16.44259162758381,,
rummy,16.42522146951537,,
cynic,16.421747437901686,,
vacua,16.393955184992183,,
fluky,16.390481153378495,,
nippy,16.390481153378495,,
ducky,16.383533090151122,,
buffa,16.373110995310057,,
cliff,16.33837067917318,17891.0,
buxom,16.331422615945804,,
hurry,16.324474552718428,26561.0,
dewed,16.31057842626368,,
chaff,16.282786173354175,,
nooky,16.26541601528574,,
livid,16.248045857217303,,
japan,16.2480458572173,,
hunky,16.223727635921488,,
tight,16.223727635921485,25214.0,
thigh,16.223727635921485,11981.0,
unfix,16.209831509466735,,
chump,16.206357477853047,,
dodgy,16.1924613513983,,
goody,16.1924613513983,,
doggy,16.1924613513983,,
macaw,16.18898731978461,,
kitty,16.185513288170924,,
cinch,16.17161716171617,,
jumbo,16.15772103526142,,
pooch,16.147298940420356,,
vexed,16.14382490880667,,
affix,16.119506687510853,,
baggy,16.077818308146604,,
gabby,16.077818308146604,,
filly,16.067396213305543,,
fifty,16.063922181691854,21736.0,
aback,16.060448150078166,,
juicy,16.0500260552371,,
mixup,16.043077992009728,,
axman,16.032655897168663,,
dippy,16.02918186555498,,
algal,16.02570783394129,,
burry,15.980545422963347,,
canna,15.970123328122286,,
bongo,15.959701233281224,,
cutup,15.956227201667534,,
humpy,15.93538301198541,,
gamba,15.928434948758037,,
zingy,15.900642695848532,,
hoppy,15.87632447455272,,
witty,15.869376411325344,,
mebbe,15.865902379711656,,
mumbo,15.848532221643218,,
klunk,15.827688031961092,,
fifth,15.81379190550634,29510.0,
mooch,15.758207399687338,,
kaiak,15.758207399687336,,
gunky,15.75473336807365,,
oomph,15.726941115164148,,
icing,15.702622893868334,,
nohow,15.699148862254647,,
nanny,15.699148862254647,,
pulpy,15.688726767413584,,
putty,15.685252735799896,,
piing,15.671356609345144,,
middy,15.640090324821957,,
dixit,15.62272016675352,,
bumpy,15.59145388223033,,
woody,15.587979850616644,,
dowdy,15.587979850616644,,
manna,15.549765502866077,,
jolly,15.549765502866077,,
plump,15.539343408025012,,
cocci,15.532395344797637,,
pewee,15.525447281570262,,
cirri,15.515025186729195,,
civil,15.494180997047074,82544.0,
byway,15.473336807364946,,
myrrh,15.46986277575126,,
hutch,15.466388744137571,,
furry,15.445544554455449,,
ginny,15.431648428000695,,
combo,15.414278269932256,,
nimbi,15.40733020670488,,
goopy,15.40733020670488,,
guava,15.403856175091192,,
funky,15.344797637658504,,
bumph,15.341323606044815,,
daddy,15.337849574431129,43376.0,
femme,15.330901511203752,,
tummy,15.296161195066876,,
fudgy,15.27184297377106,,
lolly,15.240576689247874,,
totty,15.237102657634184,,
huzza,15.237102657634184,,
mucky,15.209310404724684,,
biddy,15.195414278269933,,
madam,15.188466215042558,,
cooky,15.150251867291994,,
cocky,15.150251867291994,,
cubic,15.146777835678304,,
boomy,15.14330380406462,,
kinky,15.14330380406462,,
motto,15.087719298245617,,
hadda,15.087719298245617,,
giddy,15.070349140177177,,
hobby,15.042556887267676,,
wheee,15.0356088240403,,
zappy,15.02171269758555,,
finny,15.02171269758555,,
quill,15.007816571130798,,
tooth,14.986972381448671,46405.0,
known,14.941809970470732,15885.0,
quick,14.917491749174918,75637.0,
chock,14.90012159110648,,
abuzz,14.893173527879105,,
peeve,14.875803369810663,,
buffo,14.86885530658329,,
bully,14.85495918012854,,
tubby,14.851485148514852,,
tutti,14.820218863991665,,
humpf,14.806322737536911,,
hapax,14.785478547854783,,
hippy,14.754212263331596,,
gully,14.729894042035784,,
gruff,14.726420010422096,,
gutty,14.726420010422096,,
cluck,14.712523883967345,,
punny,14.643043251693593,,
hooky,14.62914712523884,,
jujus,14.62914712523884,,Plural
mujik,14.622199062011465,,
whump,14.6117769671704,,
ajuga,14.608302935556717,,
frizz,14.5839847142609,,
tizzy,14.5839847142609,,
boggy,14.57356261941984,,
pappy,14.55271842973771,,
whoop,14.55271842973771,,
vigil,14.504081987146083,,
jammy,14.472815702622896,,
hunch,14.424179260031266,,
bubba,14.424179260031266,,
queue,14.420705228417578,,
